Loai_San,Cap_Do_Ben,Chieu_dai_L(m),Chieu_ron_W(m),Be_day_h(m),Tai_trong_ULS(kN/m2),Phan_tu_so,Momen_M11(kNm/m),Momen_M22(kNm/m)
San_o_co_Waffle_Slab,C30/37,11.95,10.21,0.36,10.02,10157,50.137,68.682
Ban_dam_1_phuong,C30/37,10.05,2.92,0.14,9.35,10158,7.972,1.594
Ban_dam_1_phuong,C25/30,9.78,3.41,0.1,8.0,10159,9.302,1.86
San_console_Cantilever,C20/25,5.24,1.89,0.13,9.01,10160,-16.092,-1.609
Ban_ke_4_canh_2_phuong,C40/50,4.22,3.47,0.17,10.36,10161,5.613,6.457
San_console_Cantilever,C20/25,5.33,1.53,0.11,8.33,10162,-9.75,-0.975
San_console_Cantilever,C30/37,3.05,1.3,0.13,9.01,10163,-7.613,-0.761
San_console_Cantilever,C20/25,3.67,1.87,0.13,9.01,10164,-15.754,-1.575
San_phang_Flat_Slab,C35/45,7.71,6.67,0.26,13.4,10165,51.683,29.808
San_o_co_Waffle_Slab,C20/25,15.81,10.66,0.38,10.36,10166,56.509,124.298
San_console_Cantilever,C20/25,7.99,2.28,0.12,8.67,10167,-22.535,-2.254
San_phang_Flat_Slab,C40/50,6.87,6.59,0.23,12.38,10168,42.036,26.882
San_phang_Flat_Slab,C25/30,13.72,9.34,0.25,13.06,10169,125.518,56.965
San_o_co_Waffle_Slab,C20/25,12.46,9.62,0.42,11.03,10170,48.997,82.196
San_phang_Flat_Slab,C20/25,7.5,6.94,0.29,14.41,10171,56.253,34.702
San_phang_Flat_Slab,C35/45,12.23,8.61,0.27,13.73,10172,108.433,50.892
Ban_dam_1_phuong,C35/45,5.61,2.27,0.13,9.01,10173,4.643,0.929
Ban_dam_1_phuong,C40/50,7.94,2.38,0.13,9.01,10174,5.104,1.021
San_o_co_Waffle_Slab,C20/25,12.54,9.37,0.41,10.7,10175,45.092,80.764
San_phang_Flat_Slab,C25/30,11.64,7.89,0.27,13.73,10176,94.572,42.736
Ban_ke_4_canh_2_phuong,C30/37,8.67,4.72,0.18,10.7,10177,10.727,28.151
Ban_ke_4_canh_2_phuong,C30/37,6.33,3.75,0.14,9.35,10178,5.917,13.113
Ban_ke_4_canh_2_phuong,C20/25,6.72,3.85,0.19,11.03,10179,7.357,17.433
San_o_co_Waffle_Slab,C40/50,10.89,10.66,0.5,12.38,10180,67.527,70.472
San_phang_Flat_Slab,C35/45,9.44,8.77,0.26,13.4,10181,83.203,51.532
San_console_Cantilever,C30/37,5.27,2.09,0.15,9.68,10182,-21.142,-2.114
Ban_ke_4_canh_2_phuong,C20/25,6.32,5.24,0.16,10.02,10183,12.381,14.008
Ban_ke_4_canh_2_phuong,C30/37,3.33,3.14,0.16,10.02,10184,4.446,3.889
San_o_co_Waffle_Slab,C20/25,13.04,10.32,0.41,10.7,10185,54.7,87.333
San_console_Cantilever,C40/50,4.19,1.54,0.14,9.35,10186,-11.087,-1.109
San_console_Cantilever,C20/25,3.7,2.09,0.12,8.67,10187,-18.936,-1.894
Ban_ke_4_canh_2_phuong,C25/30,9.59,5.26,0.17,10.36,10188,12.899,33.348
San_console_Cantilever,C20/25,3.27,1.87,0.14,9.35,10189,-16.348,-1.635
San_phang_Flat_Slab,C20/25,12.07,8.34,0.25,13.06,10190,98.6,45.42
Ban_dam_1_phuong,C35/45,7.83,2.4,0.13,9.01,10191,5.19,1.038
Ban_dam_1_phuong,C35/45,8.38,3.65,0.11,8.33,10192,11.098,2.22
San_phang_Flat_Slab,C30/37,11.25,7.83,0.24,12.72,10193,84.035,38.992
Ban_ke_4_canh_2_phuong,C30/37,7.74,5.25,0.15,9.68,10194,12.006,20.297
San_phang_Flat_Slab,C25/30,7.65,6.45,0.24,12.72,10195,47.073,26.459
Ban_ke_4_canh_2_phuong,C40/50,7.23,5.96,0.19,11.03,10196,17.631,20.18
Ban_dam_1_phuong,C40/50,10.11,3.23,0.12,8.67,10197,9.045,1.809
San_console_Cantilever,C35/45,6.03,1.77,0.14,9.35,10198,-14.646,-1.465
San_o_co_Waffle_Slab,C25/30,12.83,10.14,0.47,11.71,10199,57.793,92.523
San_console_Cantilever,C30/37,3.55,1.62,0.11,8.33,10200,-10.931,-1.093
San_o_co_Waffle_Slab,C25/30,11.78,9.06,0.46,11.71,10201,46.138,77.999
San_phang_Flat_Slab,C25/30,13.75,9.79,0.29,14.41,10202,145.482,69.056
San_console_Cantilever,C25/30,3.5,2.49,0.1,8.0,10203,-24.8,-2.48
San_o_co_Waffle_Slab,C35/45,9.82,8.55,0.4,10.7,10204,37.545,49.528
San_o_co_Waffle_Slab,C35/45,11.51,9.4,0.44,11.37,10205,48.223,72.302
San_o_co_Waffle_Slab,C35/45,15.49,11.02,0.43,11.03,10206,64.295,127.034
San_console_Cantilever,C20/25,5.74,1.49,0.12,8.67,10207,-9.624,-0.962
San_o_co_Waffle_Slab,C25/30,8.1,8.04,0.45,11.37,10208,35.279,35.807
San_console_Cantilever,C35/45,7.34,1.37,0.11,8.33,10209,-7.817,-0.782
San_o_co_Waffle_Slab,C30/37,13.95,10.14,0.39,10.7,10210,52.808,99.948
San_o_co_Waffle_Slab,C30/37,16.83,11.96,0.36,10.02,10211,68.797,136.231
Ban_ke_4_canh_2_phuong,C40/50,3.62,3.34,0.15,9.68,10212,4.859,4.44
San_phang_Flat_Slab,C35/45,10.46,7.16,0.25,13.06,10213,73.358,33.476
Ban_dam_1_phuong,C25/30,5.86,2.13,0.11,8.33,10214,3.779,0.756
San_console_Cantilever,C25/30,3.02,1.42,0.1,8.0,10215,-8.066,-0.807
Ban_ke_4_canh_2_phuong,C25/30,6.19,3.74,0.15,9.68,10216,6.093,12.981
Ban_dam_1_phuong,C25/30,7.19,2.39,0.11,8.33,10217,4.758,0.952
Ban_dam_1_phuong,C40/50,9.7,3.56,0.1,8.0,10218,10.139,2.028
Ban_ke_4_canh_2_phuong,C35/45,6.69,4.89,0.14,9.35,10219,10.061,14.646
San_o_co_Waffle_Slab,C35/45,9.54,8.4,0.41,10.7,10220,36.24,46.744
San_phang_Flat_Slab,C30/37,8.42,8.31,0.26,13.4,10221,70.32,46.268
Ban_dam_1_phuong,C30/37,4.73,2.03,0.14,9.35,10222,3.853,0.771
San_phang_Flat_Slab,C30/37,13.97,9.74,0.29,14.41,10223,147.055,68.352
Ban_ke_4_canh_2_phuong,C20/25,8.21,4.34,0.12,8.67,10224,7.349,20.454
San_phang_Flat_Slab,C25/30,6.71,6.29,0.29,14.41,10225,45.614,28.506
Ban_dam_1_phuong,C25/30,7.33,2.44,0.14,9.35,10226,5.567,1.113
Ban_ke_4_canh_2_phuong,C30/37,7.66,5.48,0.13,9.01,10227,12.176,18.503
Ban_ke_4_canh_2_phuong,C25/30,7.93,4.49,0.12,8.67,10228,7.865,19.082
Ban_ke_4_canh_2_phuong,C30/37,10.3,5.29,0.17,10.36,10229,13.046,38.468
Ban_ke_4_canh_2_phuong,C40/50,8.17,5.35,0.12,8.67,10230,11.167,20.255
Ban_dam_1_phuong,C25/30,9.37,3.72,0.11,8.33,10231,11.527,2.305
San_o_co_Waffle_Slab,C20/25,16.23,11.13,0.42,11.03,10232,65.585,139.461
Ban_ke_4_canh_2_phuong,C30/37,8.36,5.17,0.2,11.37,10233,13.676,27.813
San_console_Cantilever,C25/30,4.07,1.96,0.14,9.35,10234,-17.959,-1.796
San_o_co_Waffle_Slab,C40/50,9.63,8.94,0.41,10.7,10235,41.049,47.63
San_phang_Flat_Slab,C20/25,11.93,9.86,0.23,12.38,10236,109.219,60.179
San_phang_Flat_Slab,C25/30,10.16,6.85,0.3,14.74,10237,76.938,34.582
San_phang_Flat_Slab,C30/37,9.54,9.23,0.26,13.4,10238,88.494,57.079
Ban_ke_4_canh_2_phuong,C35/45,6.75,4.16,0.15,9.68,10239,7.538,15.437
San_o_co_Waffle_Slab,C25/30,12.8,11.38,0.39,10.7,10240,66.513,84.148
Ban_dam_1_phuong,C40/50,10.71,3.83,0.1,8.0,10241,11.735,2.347
Ban_ke_4_canh_2_phuong,C20/25,8.81,5.68,0.15,9.68,10242,14.054,26.296
San_console_Cantilever,C30/37,6.56,1.95,0.15,9.68,10243,-18.404,-1.84
San_phang_Flat_Slab,C35/45,6.27,6.04,0.3,14.74,10244,41.866,26.887
San_phang_Flat_Slab,C35/45,8.6,7.81,0.3,14.74,10245,74.252,44.954
San_phang_Flat_Slab,C40/50,9.38,8.08,0.28,14.07,10246,79.978,45.929
San_console_Cantilever,C35/45,4.21,1.56,0.12,8.67,10247,-10.55,-1.055
Ban_dam_1_phuong,C30/37,5.0,2.24,0.14,9.35,10248,4.691,0.938
Ban_dam_1_phuong,C35/45,11.27,3.67,0.11,8.33,10249,11.22,2.244
San_o_co_Waffle_Slab,C35/45,11.01,10.96,0.37,10.36,10250,59.734,60.28
Ban_ke_4_canh_2_phuong,C35/45,4.22,3.83,0.16,10.02,10251,6.614,6.245
San_console_Cantilever,C30/37,7.84,1.52,0.15,9.68,10252,-11.182,-1.118
San_o_co_Waffle_Slab,C25/30,9.87,9.42,0.38,10.36,10253,44.127,48.443
Ban_ke_4_canh_2_phuong,C40/50,5.71,3.81,0.15,9.68,10254,6.323,11.046
Ban_dam_1_phuong,C20/25,8.0,2.44,0.11,8.33,10255,4.959,0.992
San_console_Cantilever,C20/25,3.76,1.69,0.15,9.68,10256,-13.824,-1.382
Ban_dam_1_phuong,C25/30,4.62,2.08,0.11,8.33,10257,3.604,0.721
San_o_co_Waffle_Slab,C35/45,13.05,9.07,0.48,12.05,10258,47.582,98.503
San_console_Cantilever,C20/25,5.23,1.36,0.14,9.35,10259,-8.647,-0.865
San_console_Cantilever,C40/50,6.93,1.32,0.14,9.35,10260,-8.146,-0.815
San_o_co_Waffle_Slab,C20/25,12.07,11.71,0.48,12.05,10261,79.313,84.264
San_console_Cantilever,C30/37,4.22,1.58,0.14,9.35,10262,-11.671,-1.167
Ban_dam_1_phuong,C40/50,13.11,3.96,0.13,9.01,10263,14.129,2.826
San_console_Cantilever,C30/37,5.32,2.3,0.12,8.67,10264,-22.932,-2.293
San_console_Cantilever,C25/30,4.83,1.72,0.11,8.33,10265,-12.322,-1.232
San_o_co_Waffle_Slab,C25/30,13.36,11.98,0.41,10.7,10266,73.712,91.672
Ban_dam_1_phuong,C35/45,8.17,3.25,0.1,8.0,10267,8.45,1.69
Ban_dam_1_phuong,C35/45,7.77,2.78,0.13,9.01,10268,6.963,1.393
Ban_dam_1_phuong,C20/25,6.91,3.04,0.11,8.33,10269,7.698,1.54
San_o_co_Waffle_Slab,C40/50,12.16,8.48,0.38,10.36,10270,35.76,73.531
San_phang_Flat_Slab,C40/50,11.71,8.15,0.26,13.4,10271,95.914,44.503
San_o_co_Waffle_Slab,C20/25,14.51,11.45,0.37,10.36,10272,65.195,104.697
Ban_dam_1_phuong,C35/45,8.41,2.78,0.12,8.67,10273,6.701,1.34
San_console_Cantilever,C30/37,3.45,2.1,0.14,9.35,10274,-20.617,-2.062
San_phang_Flat_Slab,C25/30,7.02,6.11,0.25,13.06,10275,42.013,24.378
San_phang_Flat_Slab,C40/50,10.98,8.93,0.22,12.05,10276,88.614,48.046
San_phang_Flat_Slab,C40/50,12.67,9.82,0.25,13.06,10277,121.869,62.97
Ban_ke_4_canh_2_phuong,C35/45,4.24,3.32,0.16,10.02,10278,4.97,6.305
San_console_Cantilever,C35/45,6.89,1.8,0.11,8.33,10279,-13.495,-1.349
San_o_co_Waffle_Slab,C30/37,11.27,9.21,0.44,11.37,10280,46.294,69.319
San_console_Cantilever,C40/50,6.36,1.96,0.13,9.01,10281,-17.306,-1.731
San_o_co_Waffle_Slab,C35/45,10.73,10.19,0.39,10.7,10282,53.33,59.132
San_o_co_Waffle_Slab,C35/45,13.87,9.37,0.37,10.36,10283,43.66,95.665
San_console_Cantilever,C35/45,7.6,2.37,0.1,8.0,10284,-22.468,-2.247
San_phang_Flat_Slab,C40/50,8.15,6.89,0.27,13.73,10285,57.824,32.59
San_phang_Flat_Slab,C40/50,13.46,9.44,0.2,11.37,10286,108.352,50.661
San_console_Cantilever,C25/30,6.76,1.87,0.14,9.35,10287,-16.348,-1.635
Ban_dam_1_phuong,C20/25,11.67,3.89,0.15,9.68,10288,14.648,2.93
Ban_ke_4_canh_2_phuong,C35/45,8.81,4.74,0.17,10.36,10289,10.474,28.144
Ban_ke_4_canh_2_phuong,C40/50,5.18,4.46,0.17,10.36,10290,9.273,9.729
San_console_Cantilever,C40/50,5.34,2.19,0.1,8.0,10291,-19.184,-1.918
Ban_dam_1_phuong,C40/50,6.93,2.94,0.14,9.35,10292,8.082,1.616
Ban_dam_1_phuong,C25/30,9.68,3.71,0.12,8.67,10293,11.933,2.387
Ban_ke_4_canh_2_phuong,C40/50,5.35,3.07,0.15,9.68,10294,4.105,9.697
San_o_co_Waffle_Slab,C40/50,10.24,9.43,0.39,10.7,10295,45.672,53.855
Ban_dam_1_phuong,C25/30,9.08,3.55,0.12,8.67,10296,10.926,2.185
Ban_dam_1_phuong,C30/37,10.3,3.86,0.12,8.67,10297,12.918,2.584
San_console_Cantilever,C40/50,8.0,1.25,0.11,8.33,10298,-6.508,-0.651
Ban_dam_1_phuong,C25/30,8.26,3.73,0.11,8.33,10299,11.589,2.318
Ban_ke_4_canh_2_phuong,C30/37,9.97,5.29,0.13,9.01,10300,11.346,31.346
Ban_ke_4_canh_2_phuong,C20/25,6.03,5.25,0.15,9.68,10301,12.006,12.319
San_console_Cantilever,C40/50,7.32,2.04,0.11,8.33,10302,-17.333,-1.733
San_console_Cantilever,C25/30,3.34,2.14,0.11,8.33,10303,-19.074,-1.907
Ban_dam_1_phuong,C25/30,6.4,2.98,0.13,9.01,10304,8.001,1.6
San_phang_Flat_Slab,C20/25,7.7,6.82,0.25,13.06,10305,51.437,30.373
Ban_dam_1_phuong,C30/37,5.92,2.64,0.14,9.35,10306,6.517,1.303
San_console_Cantilever,C20/25,3.83,1.32,0.14,9.35,10307,-8.146,-0.815
San_console_Cantilever,C25/30,6.19,2.07,0.11,8.33,10308,-17.847,-1.785
San_console_Cantilever,C30/37,5.46,1.89,0.15,9.68,10309,-17.289,-1.729
Ban_dam_1_phuong,C30/37,4.97,2.1,0.1,8.0,10310,3.528,0.706
Ban_dam_1_phuong,C35/45,6.34,2.86,0.15,9.68,10311,7.918,1.584
Ban_ke_4_canh_2_phuong,C35/45,5.64,3.43,0.13,9.01,10312,4.77,10.031
San_phang_Flat_Slab,C20/25,8.98,8.79,0.23,12.38,10313,73.29,47.826
Ban_ke_4_canh_2_phuong,C40/50,6.45,5.5,0.15,9.68,10314,13.177,14.095
Ban_dam_1_phuong,C30/37,10.29,3.26,0.14,9.35,10315,9.937,1.987
Ban_dam_1_phuong,C35/45,5.26,2.45,0.12,8.67,10316,5.204,1.041
Ban_dam_1_phuong,C30/37,10.62,3.68,0.12,8.67,10317,11.741,2.348
San_phang_Flat_Slab,C40/50,10.92,9.44,0.22,12.05,10318,93.163,53.691
San_console_Cantilever,C20/25,3.16,1.72,0.12,8.67,10319,-12.825,-1.282
Ban_ke_4_canh_2_phuong,C40/50,6.78,4.32,0.15,9.68,10320,8.129,15.574
San_o_co_Waffle_Slab,C40/50,10.3,8.35,0.49,12.05,10321,40.327,61.362
San_console_Cantilever,C40/50,3.75,1.99,0.13,9.01,10322,-17.84,-1.784
Ban_dam_1_phuong,C40/50,6.55,2.36,0.12,8.67,10323,4.829,0.966
Ban_dam_1_phuong,C30/37,8.56,3.04,0.13,9.01,10324,8.327,1.665
San_o_co_Waffle_Slab,C40/50,13.44,10.08,0.39,10.7,10325,52.185,92.773
San_console_Cantilever,C40/50,5.15,2.49,0.13,9.01,10326,-27.931,-2.793
Ban_dam_1_phuong,C35/45,9.02,2.62,0.14,9.35,10327,6.418,1.284
Ban_dam_1_phuong,C35/45,7.53,3.58,0.14,9.35,10328,11.983,2.397
Ban_ke_4_canh_2_phuong,C35/45,3.82,3.02,0.13,9.01,10329,3.698,4.602
Ban_ke_4_canh_2_phuong,C40/50,7.81,5.48,0.19,11.03,10330,14.906,23.548
Ban_ke_4_canh_2_phuong,C40/50,9.33,5.46,0.19,11.03,10331,14.797,33.605
San_o_co_Waffle_Slab,C40/50,9.41,8.76,0.38,10.36,10332,38.16,44.033
Ban_ke_4_canh_2_phuong,C40/50,5.73,3.62,0.2,11.37,10333,6.705,13.066
San_console_Cantilever,C40/50,3.63,1.41,0.14,9.35,10334,-9.294,-0.929
San_console_Cantilever,C25/30,7.89,1.49,0.12,8.67,10335,-9.624,-0.962
Ban_ke_4_canh_2_phuong,C40/50,8.44,5.52,0.19,11.03,10336,15.124,27.5
San_o_co_Waffle_Slab,C25/30,10.09,8.76,0.47,11.71,10337,43.133,57.224
Ban_ke_4_canh_2_phuong,C35/45,5.36,4.26,0.15,9.68,10338,7.905,9.734
San_o_co_Waffle_Slab,C25/30,10.1,8.61,0.42,11.03,10339,39.248,54.008
San_console_Cantilever,C40/50,4.93,2.29,0.13,9.01,10340,-23.625,-2.363
Ban_ke_4_canh_2_phuong,C20/25,10.8,5.71,0.16,10.02,10341,14.701,40.906
San_phang_Flat_Slab,C40/50,8.81,6.13,0.27,13.73,10342,55.612,25.797
San_phang_Flat_Slab,C25/30,11.17,7.45,0.28,14.07,10343,87.814,39.046
Ban_dam_1_phuong,C40/50,5.9,2.77,0.12,8.67,10344,6.652,1.33
San_o_co_Waffle_Slab,C35/45,15.09,11.56,0.48,12.05,10345,77.294,131.706
Ban_ke_4_canh_2_phuong,C30/37,6.05,4.18,0.15,9.68,10346,7.611,12.401
Ban_dam_1_phuong,C25/30,8.86,3.16,0.11,8.33,10347,8.318,1.664
San_console_Cantilever,C40/50,3.65,1.62,0.11,8.33,10348,-10.931,-1.093
Ban_ke_4_canh_2_phuong,C20/25,7.63,5.82,0.18,10.7,10349,16.31,21.802
San_phang_Flat_Slab,C40/50,14.21,9.5,0.22,12.05,10350,122.002,54.376
Ban_ke_4_canh_2_phuong,C25/30,6.06,5.21,0.12,8.67,10351,10.59,11.144
Ban_dam_1_phuong,C20/25,13.84,3.96,0.14,9.35,10352,14.662,2.932
San_o_co_Waffle_Slab,C25/30,10.25,9.16,0.39,10.7,10353,43.094,53.96
Ban_dam_1_phuong,C20/25,11.72,3.57,0.11,8.33,10354,10.617,2.123
San_phang_Flat_Slab,C40/50,9.5,7.63,0.21,11.71,10355,63.66,34.086
San_o_co_Waffle_Slab,C25/30,14.21,9.78,0.42,11.03,10356,50.64,106.907
San_o_co_Waffle_Slab,C35/45,12.13,10.66,0.39,10.7,10357,58.363,75.57
Ban_dam_1_phuong,C35/45,10.32,3.4,0.11,8.33,10358,9.629,1.926
San_o_co_Waffle_Slab,C35/45,16.01,10.72,0.37,10.36,10359,57.147,127.463
San_console_Cantilever,C25/30,6.13,2.04,0.13,9.01,10360,-18.748,-1.875
San_o_co_Waffle_Slab,C40/50,15.87,11.7,0.43,11.03,10361,72.475,133.343
Ban_dam_1_phuong,C25/30,7.89,3.1,0.12,8.67,10362,8.332,1.666
San_phang_Flat_Slab,C35/45,8.11,6.39,0.26,13.4,10363,52.082,27.358
Ban_ke_4_canh_2_phuong,C20/25,4.37,3.51,0.15,9.68,10364,5.367,6.47
Ban_dam_1_phuong,C20/25,10.63,3.14,0.13,9.01,10365,8.883,1.777
Ban_ke_4_canh_2_phuong,C35/45,5.3,3.89,0.16,10.02,10366,6.823,9.851
Ban_ke_4_canh_2_phuong,C20/25,6.5,5.17,0.18,10.7,10367,12.87,15.823
San_o_co_Waffle_Slab,C30/37,10.54,8.37,0.43,11.03,10368,37.091,58.816
Ban_ke_4_canh_2_phuong,C30/37,3.86,3.1,0.12,8.67,10369,3.749,4.521
San_console_Cantilever,C20/25,6.62,2.05,0.12,8.67,10370,-18.218,-1.822
San_phang_Flat_Slab,C40/50,13.43,9.7,0.21,11.71,10371,114.411,55.09
Ban_ke_4_canh_2_phuong,C40/50,6.51,5.83,0.15,9.68,10372,14.806,14.358
San_console_Cantilever,C40/50,5.15,2.03,0.13,9.01,10373,-18.565,-1.857
Ban_dam_1_phuong,C20/25,10.17,3.28,0.1,8.0,10374,8.607,1.721
Ban_dam_1_phuong,C40/50,9.31,3.51,0.12,8.67,10375,10.682,2.136
San_console_Cantilever,C25/30,3.57,1.49,0.12,8.67,10376,-9.624,-0.962
Ban_ke_4_canh_2_phuong,C30/37,5.98,3.31,0.2,11.37,10377,5.606,14.231
San_o_co_Waffle_Slab,C30/37,10.29,8.75,0.37,10.36,10378,38.073,52.654
San_phang_Flat_Slab,C20/25,9.67,6.76,0.28,14.07,10379,68.981,32.148
Ban_dam_1_phuong,C30/37,9.66,2.78,0.14,9.35,10380,7.226,1.445
San_console_Cantilever,C30/37,4.07,2.33,0.11,8.33,10381,-22.611,-2.261
San_console_Cantilever,C30/37,5.41,1.59,0.13,9.01,10382,-11.389,-1.139
Ban_ke_4_canh_2_phuong,C30/37,9.1,5.55,0.13,9.01,10383,12.489,26.114
San_phang_Flat_Slab,C40/50,13.25,8.94,0.24,12.72,10384,113.006,50.831
Ban_dam_1_phuong,C20/25,7.34,3.42,0.14,9.35,10385,10.936,2.187
Ban_ke_4_canh_2_phuong,C25/30,6.6,4.36,0.16,10.02,10386,8.571,15.276
San_phang_Flat_Slab,C25/30,10.52,7.12,0.24,12.72,10387,71.457,32.242
San_phang_Flat_Slab,C25/30,11.23,8.92,0.28,14.07,10388,105.706,55.975
Ban_dam_1_phuong,C40/50,10.54,3.75,0.12,8.67,10389,12.192,2.438
San_o_co_Waffle_Slab,C25/30,12.78,11.75,0.36,10.02,10390,66.403,78.554
San_console_Cantilever,C35/45,6.34,1.2,0.12,8.67,10391,-6.242,-0.624
San_phang_Flat_Slab,C20/25,10.82,8.51,0.3,14.74,10392,101.792,53.374
San_phang_Flat_Slab,C25/30,11.05,9.01,0.26,13.4,10393,100.058,54.391
San_phang_Flat_Slab,C20/25,9.49,9.48,0.23,12.38,10394,83.533,55.63
San_phang_Flat_Slab,C35/45,13.77,9.68,0.28,14.07,10395,140.658,65.92
Ban_dam_1_phuong,C40/50,10.17,3.83,0.1,8.0,10396,11.735,2.347
Ban_dam_1_phuong,C25/30,12.76,3.72,0.1,8.0,10397,11.071,2.214
Ban_ke_4_canh_2_phuong,C30/37,4.27,3.93,0.2,11.37,10398,7.902,7.256
Ban_dam_1_phuong,C30/37,8.41,3.34,0.14,9.35,10399,10.43,2.086
San_console_Cantilever,C20/25,4.71,2.07,0.1,8.0,10400,-17.14,-1.714
San_console_Cantilever,C25/30,7.9,1.36,0.12,8.67,10401,-8.018,-0.802
San_o_co_Waffle_Slab,C20/25,12.56,10.94,0.48,12.05,10402,69.225,91.245
San_o_co_Waffle_Slab,C25/30,12.63,11.55,0.38,10.36,10403,66.338,79.325
San_o_co_Waffle_Slab,C35/45,10.2,9.02,0.49,12.05,10404,47.059,60.177
Ban_ke_4_canh_2_phuong,C30/37,9.94,5.23,0.19,11.03,10405,13.577,38.143
San_phang_Flat_Slab,C20/25,8.86,6.58,0.21,11.71,10406,51.201,25.35
San_phang_Flat_Slab,C20/25,9.6,7.53,0.22,12.05,10407,65.33,34.162
Ban_dam_1_phuong,C35/45,5.8,2.0,0.11,8.33,10408,3.332,0.666
Ban_ke_4_canh_2_phuong,C30/37,9.02,5.19,0.2,11.37,10409,13.782,32.377
Ban_dam_1_phuong,C25/30,9.31,3.15,0.14,9.35,10410,9.278,1.856
San_phang_Flat_Slab,C40/50,8.66,6.38,0.24,12.72,10411,52.709,25.888
Ban_ke_4_canh_2_phuong,C30/37,5.84,4.06,0.13,9.01,10412,6.683,10.755
Ban_dam_1_phuong,C30/37,6.83,2.39,0.12,8.67,10413,4.952,0.99
Ban_ke_4_canh_2_phuong,C35/45,9.1,4.69,0.14,9.35,10414,9.255,27.1
San_phang_Flat_Slab,C25/30,9.02,7.54,0.26,13.4,10415,68.351,38.091
Ban_dam_1_phuong,C25/30,6.93,2.05,0.14,9.35,10416,3.929,0.786
Ban_ke_4_canh_2_phuong,C35/45,6.73,5.62,0.14,9.35,10417,13.289,14.822
Ban_ke_4_canh_2_phuong,C30/37,6.16,4.83,0.12,8.67,10418,9.102,11.515
San_phang_Flat_Slab,C25/30,10.79,7.26,0.27,13.73,10419,80.666,36.184
San_o_co_Waffle_Slab,C30/37,13.63,10.5,0.42,11.03,10420,58.371,98.358
Ban_ke_4_canh_2_phuong,C25/30,4.85,3.96,0.16,10.02,10421,7.071,8.249
San_phang_Flat_Slab,C20/25,8.46,6.36,0.21,11.71,10422,47.255,23.683
San_console_Cantilever,C30/37,8.0,1.63,0.13,9.01,10423,-11.969,-1.197
San_o_co_Waffle_Slab,C20/25,12.52,9.19,0.45,11.37,10424,46.093,85.548
San_console_Cantilever,C35/45,4.64,1.51,0.11,8.33,10425,-9.497,-0.95
Ban_ke_4_canh_2_phuong,C40/50,5.08,4.74,0.13,9.01,10426,9.109,8.138
San_phang_Flat_Slab,C30/37,7.9,6.38,0.3,14.74,10427,55.719,29.999
San_phang_Flat_Slab,C35/45,9.92,7.47,0.3,14.74,10428,81.92,41.125
San_phang_Flat_Slab,C30/37,8.72,7.58,0.25,13.06,10429,64.743,37.519
San_console_Cantilever,C35/45,6.81,1.66,0.14,9.35,10430,-12.882,-1.288
Ban_dam_1_phuong,C40/50,10.75,3.73,0.13,9.01,10431,12.536,2.507
San_o_co_Waffle_Slab,C30/37,13.24,9.7,0.39,10.7,10432,48.325,90.033
San_o_co_Waffle_Slab,C40/50,11.93,10.13,0.47,11.71,10433,57.679,79.998
Ban_dam_1_phuong,C40/50,8.49,3.25,0.14,9.35,10434,9.876,1.975
San_console_Cantilever,C35/45,6.9,2.38,0.13,9.01,10435,-25.518,-2.552
San_console_Cantilever,C35/45,3.79,1.96,0.13,9.01,10436,-17.306,-1.731
Ban_ke_4_canh_2_phuong,C40/50,3.23,3.13,0.15,9.68,10437,4.268,3.535
Ban_dam_1_phuong,C40/50,7.03,3.17,0.14,9.35,10438,9.396,1.879
San_phang_Flat_Slab,C40/50,10.84,8.11,0.22,12.05,10439,79.451,39.628
San_phang_Flat_Slab,C25/30,11.88,8.81,0.21,11.71,10440,91.92,45.444
San_phang_Flat_Slab,C40/50,10.56,8.32,0.3,14.74,10441,97.128,51.017
San_console_Cantilever,C35/45,4.86,1.97,0.11,8.33,10442,-16.164,-1.616
Ban_ke_4_canh_2_phuong,C20/25,11.09,5.91,0.13,9.01,10443,14.162,38.784
Ban_ke_4_canh_2_phuong,C30/37,7.88,5.46,0.13,9.01,10444,12.087,19.581
San_phang_Flat_Slab,C35/45,11.12,8.34,0.24,12.72,10445,88.475,44.237
San_console_Cantilever,C35/45,4.48,2.35,0.11,8.33,10446,-23.001,-2.3
San_o_co_Waffle_Slab,C30/37,12.49,11.1,0.45,11.37,10447,67.243,85.139
Ban_ke_4_canh_2_phuong,C40/50,7.76,4.11,0.12,8.67,10448,6.59,18.273
Ban_dam_1_phuong,C25/30,10.02,3.92,0.13,9.01,10449,13.845,2.769
Ban_dam_1_phuong,C20/25,12.82,3.8,0.1,8.0,10450,11.552,2.31
Ban_ke_4_canh_2_phuong,C30/37,5.08,3.16,0.12,8.67,10451,3.896,7.831
San_o_co_Waffle_Slab,C40/50,17.28,11.75,0.45,11.37,10452,75.349,162.963
Ban_dam_1_phuong,C35/45,9.44,3.0,0.14,9.35,10453,8.415,1.683
San_phang_Flat_Slab,C30/37,6.99,6.86,0.27,13.73,10454,49.378,32.306
San_console_Cantilever,C25/30,5.25,1.7,0.12,8.67,10455,-12.528,-1.253
Ban_dam_1_phuong,C20/25,8.16,3.12,0.11,8.33,10456,8.109,1.622
